Year,Season,NOC,Total_Medals,Gold,Silver,Bronze,Men_Medals,Women_Medals,Is_Host
2006,Winter,MON,0,0,0,0,0.0,0.0,0
2006,Winter,MDA,0,0,0,0,0.0,0.0,0
2006,Winter,LIE,0,0,0,0,0.0,0.0,0
2006,Winter,SMR,0,0,0,0,0.0,0.0,0
2006,Winter,ISR,0,0,0,0,0.0,0.0,0
2006,Winter,IRL,0,0,0,0,0.0,0.0,0
2006,Winter,BIH,0,0,0,0,0.0,0.0,0
2006,Winter,MKD,0,0,0,0,0.0,0.0,0
2006,Winter,HUN,0,0,0,0,0.0,0.0,0
2006,Winter,BEL,0,0,0,0,0.0,0.0,0
2006,Winter,GRE,0,0,0,0,0.0,0.0,0
2006,Winter,LTU,0,0,0,0,0.0,0.0,0
2006,Winter,TJK,0,0,0,0,0.0,0.0,0
2006,Winter,DEN,0,0,0,0,0.0,0.0,0
2006,Winter,MGL,0,0,0,0,0.0,0.0,0
2006,Winter,AZE,0,0,0,0,0.0,0.0,0
2006,Winter,PRK,0,0,0,0,0.0,0.0,0
2006,Winter,HKG,0,0,0,0,0.0,0.0,0
2006,Winter,VEN,0,0,0,0,0.0,0.0,0
2006,Winter,CYP,0,0,0,0,0.0,0.0,0
2006,Winter,CRC,0,0,0,0,0.0,0.0,0
2006,Winter,SCG,0,0,0,0,0.0,0.0,0
2006,Winter,TPE,0,0,0,0,0.0,0.0,0
2006,Winter,LUX,0,0,0,0,0.0,0.0,0
2006,Winter,IRI,0,0,0,0,0.0,0.0,0
2006,Winter,THA,0,0,0,0,0.0,0.0,0
2006,Winter,MAD,0,0,0,0,0.0,0.0,0
2006,Winter,SEN,0,0,0,0,0.0,0.0,0
2006,Winter,NEP,0,0,0,0,0.0,0.0,0
2006,Winter,POR,0,0,0,0,0.0,0.0,0
2006,Winter,BER,0,0,0,0,0.0,0.0,0
2006,Winter,ETH,0,0,0,0,0.0,0.0,0
2006,Winter,ALB,0,0,0,0,0.0,0.0,0
2008,Summer,USA,110,36,39,35,54.0,56.0,0
2008,Summer,CHN,100,51,21,28,43.0,57.0,1
2008,Summer,RUS,72,23,21,28,40.0,32.0,0
2008,Summer,GBR,48,19,13,16,28.0,20.0,0
2008,Summer,AUS,46,14,15,17,23.0,23.0,0
2008,Summer,FRA,41,7,16,18,34.0,7.0,0
2008,Summer,GER,41,16,10,15,23.0,18.0,0
2008,Summer,KOR,31,13,10,8,18.0,13.0,0
2008,Summer,ITA,27,8,9,10,16.0,11.0,0
2008,Summer,UKR,27,7,5,15,15.0,12.0,0
2008,Summer,JPN,25,9,7,9,13.0,12.0,0
2008,Summer,CUB,24,2,11,11,15.0,9.0,0
2008,Summer,CAN,19,3,9,7,12.0,7.0,0
2008,Summer,ESP,18,5,10,3,14.0,4.0,0
2008,Summer,BLR,18,4,5,9,10.0,8.0,0
2008,Summer,NED,16,7,5,4,4.0,12.0,0
2008,Summer,BRA,16,3,4,9,10.0,6.0,0
2008,Summer,KEN,15,6,4,5,9.0,6.0,0
2008,Summer,KAZ,13,2,4,7,9.0,4.0,0
2008,Summer,POL,10,3,6,1,7.0,3.0,0
2008,Summer,HUN,10,3,5,2,7.0,3.0,0
2008,Summer,NOR,9,3,5,1,5.0,4.0,0
2008,Summer,NZL,9,3,2,4,7.0,2.0,0
2008,Summer,JAM,9,5,2,2,2.0,7.0,0
2008,Summer,ROU,8,4,1,3,1.0,7.0,0
2008,Summer,AZE,7,1,2,4,6.0,1.0,0
2008,Summer,TUR,7,1,3,3,4.0,3.0,0
2008,Summer,ETH,7,4,1,2,4.0,3.0,0
2008,Summer,DEN,7,2,2,3,6.0,1.0,0
2008,Summer,SUI,7,2,1,4,6.0,1.0,0
2008,Summer,ARG,6,2,0,4,4.0,2.0,0
2008,Summer,ARM,6,0,0,6,6.0,0.0,0
2008,Summer,UZB,6,1,2,3,5.0,1.0,0
2008,Summer,PRK,6,2,1,3,1.0,5.0,0
2008,Summer,CZE,6,3,3,0,3.0,3.0,0
2008,Summer,SVK,6,3,2,1,4.0,2.0,0
2008,Summer,GEO,6,3,0,3,5.0,1.0,0
2008,Summer,SWE,5,0,4,1,4.0,1.0,0
2008,Summer,LTU,5,0,2,3,4.0,1.0,0
2008,Summer,BUL,5,1,1,3,3.0,2.0,0
2008,Summer,CRO,5,0,2,3,1.0,4.0,0
2008,Summer,SLO,5,1,2,2,3.0,2.0,0
2008,Summer,INA,5,1,1,3,3.0,2.0,0
2008,Summer,NGR,4,0,1,3,2.0,2.0,0
2008,Summer,GRE,4,0,2,2,2.0,2.0,0
2008,Summer,FIN,4,1,1,2,2.0,2.0,0
2008,Summer,THA,4,2,2,0,2.0,2.0,0
2008,Summer,MGL,4,2,2,0,3.0,1.0,0
2008,Summer,ZIM,4,1,3,0,0.0,4.0,0
2008,Summer,TPE,4,0,0,4,2.0,2.0,0
2008,Summer,IND,3,1,0,2,3.0,0.0,0
2008,Summer,MEX,3,2,0,1,1.0,2.0,0
2008,Summer,AUT,3,0,1,2,1.0,2.0,0
2008,Summer,LAT,3,1,1,1,3.0,0.0,0
2008,Summer,IRL,3,0,1,2,3.0,0.0,0
2008,Summer,SRB,3,0,1,2,3.0,0.0,0
2008,Summer,EST,2,1,1,0,2.0,0.0,0
2008,Summer,MAR,2,0,1,1,1.0,1.0,0
2008,Summer,ALG,2,0,1,1,1.0,1.0,0
2008,Summer,KGZ,2,0,1,1,2.0,0.0,0
2008,Summer,TJK,2,0,1,1,2.0,0.0,0
2008,Summer,POR,2,1,1,0,1.0,1.0,0
2008,Summer,IRI,2,1,0,1,2.0,0.0,0
2008,Summer,BEL,2,1,1,0,0.0,2.0,0
2008,Summer,DOM,2,1,1,0,2.0,0.0,0
2008,Summer,COL,2,0,1,1,1.0,1.0,0
2008,Summer,BAH,2,0,1,1,2.0,0.0,0
2008,Summer,TTO,2,1,1,0,2.0,0.0,0
2008,Summer,RSA,1,0,1,0,1.0,0.0,0
2008,Summer,EGY,1,0,0,1,1.0,0.0,0
2008,Summer,SUD,1,0,1,0,1.0,0.0,0
2008,Summer,VEN,1,0,0,1,0.0,1.0,0
2008,Summer,TUN,1,1,0,0,1.0,0.0,0
2008,Summer,MRI,1,0,0,1,1.0,0.0,0
2008,Summer,CMR,1,1,0,0,0.0,1.0,0
2008,Summer,CHI,1,0,1,0,1.0,0.0,0
2008,Summer,MAS,1,0,1,0,1.0,0.0,0
2008,Summer,ISL,1,0,1,0,1.0,0.0,0
2008,Summer,ISR,1,0,0,1,1.0,0.0,0
2008,Summer,AFG,1,0,0,1,1.0,0.0,0
2008,Summer,ECU,1,0,1,0,1.0,0.0,0
2008,Summer,PAN,1,1,0,0,1.0,0.0,0
2008,Summer,TOG,1,0,0,1,1.0,0.0,0
2008,Summer,MDA,1,0,0,1,1.0,0.0,0
2008,Summer,SGP,1,0,1,0,0.0,1.0,0
2008,Summer,VIE,1,0,1,0,1.0,0.0,0
2008,Summer,PAK,0,0,0,0,0.0,0.0,0
2008,Summer,ERI,0,0,0,0,0.0,0.0,0
2008,Summer,PLE,0,0,0,0,0.0,0.0,0
2008,Summer,IRQ,0,0,0,0,0.0,0.0,0
2008,Summer,QAT,0,0,0,0,0.0,0.0,0
2008,Summer,CIV,0,0,0,0,0.0,0.0,0
2008,Summer,ANG,0,0,0,0,0.0,0.0,0
2008,Summer,BAN,0,0,0,0,0.0,0.0,0
2008,Summer,LBR,0,0,0,0,0.0,0.0,0
2008,Summer,NEP,0,0,0,0,0.0,0.0,0
2008,Summer,ASA,0,0,0,0,0.0,0.0,0
2008,Summer,SEY,0,0,0,0,0.0,0.0,0
2008,Summer,NCA,0,0,0,0,0.0,0.0,0
2008,Summer,PAR,0,0,0,0,0.0,0.0,0
2008,Summer,COM,0,0,0,0,0.0,0.0,0
2008,Summer,NAM,0,0,0,0,0.0,0.0,0
2008,Summer,BER,0,0,0,0,0.0,0.0,0
2008,Summer,SAM,0,0,0,0,0.0,0.0,0
2008,Summer,CYP,0,0,0,0,0.0,0.0,0
2008,Summer,KSA,0,0,0,0,0.0,0.0,0
2008,Summer,KUW,0,0,0,0,0.0,0.0,0
2008,Summer,BRN,0,0,0,0,0.0,0.0,0
2008,Summer,SYR,0,0,0,0,0.0,0.0,0
2008,Summer,OMA,0,0,0,0,0.0,0.0,0
2008,Summer,YEM,0,0,0,0,0.0,0.0,0
2008,Summer,JOR,0,0,0,0,0.0,0.0,0
2008,Summer,UAE,0,0,0,0,0.0,0.0,0
2008,Summer,VIN,0,0,0,0,0.0,0.0,0
2008,Summer,NIG,0,0,0,0,0.0,0.0,0
2008,Summer,LBA,0,0,0,0,0.0,0.0,0
2008,Summer,DJI,0,0,0,0,0.0,0.0,0
2008,Summer,BIH,0,0,0,0,0.0,0.0,0
2008,Summer,GUM,0,0,0,0,0.0,0.0,0
2008,Summer,BAR,0,0,0,0,0.0,0.0,0
2008,Summer,HON,0,0,0,0,0.0,0.0,0
2008,Summer,GHA,0,0,0,0,0.0,0.0,0
2008,Summer,MAD,0,0,0,0,0.0,0.0,0
2008,Summer,PHI,0,0,0,0,0.0,0.0,0
2008,Summer,TKM,0,0,0,0,0.0,0.0,0
2008,Summer,GUA,0,0,0,0,0.0,0.0,0
2008,Summer,ESA,0,0,0,0,0.0,0.0,0
2008,Summer,PUR,0,0,0,0,0.0,0.0,0
2008,Summer,MLT,0,0,0,0,0.0,0.0,0
2008,Summer,HKG,0,0,0,0,0.0,0.0,0
2008,Summer,HAI,0,0,0,0,0.0,0.0,0
2008,Summer,SEN,0,0,0,0,0.0,0.0,0
2008,Summer,MLI,0,0,0,0,0.0,0.0,0
2008,Summer,GAB,0,0,0,0,0.0,0.0,0
2008,Summer,ANT,0,0,0,0,0.0,0.0,0
2008,Summer,CGO,0,0,0,0,0.0,0.0,0
2008,Summer,BOT,0,0,0,0,0.0,0.0,0
2008,Summer,PER,0,0,0,0,0.0,0.0,0
2008,Summer,ISV,0,0,0,0,0.0,0.0,0
2008,Summer,GUI,0,0,0,0,0.0,0.0,0
2008,Summer,GRN,0,0,0,0,0.0,0.0,0
2008,Summer,UGA,0,0,0,0,0.0,0.0,0
2008,Summer,TAN,0,0,0,0,0.0,0.0,0
2008,Summer,LCA,0,0,0,0,0.0,0.0,0
2008,Summer,ALB,0,0,0,0,0.0,0.0,0
2008,Summer,AND,0,0,0,0,0.0,0.0,0
2008,Summer,SLE,0,0,0,0,0.0,0.0,0
2008,Summer,LUX,0,0,0,0,0.0,0.0,0
2008,Summer,PNG,0,0,0,0,0.0,0.0,0
2008,Summer,STP,0,0,0,0,0.0,0.0,0
2008,Summer,CAF,0,0,0,0,0.0,0.0,0
2008,Summer,CRC,0,0,0,0,0.0,0.0,0
2008,Summer,MNE,0,0,0,0,0.0,0.0,0
2008,Summer,URU,0,0,0,0,0.0,0.0,0
2008,Summer,SMR,0,0,0,0,0.0,0.0,0
2008,Summer,FIJ,0,0,0,0,0.0,0.0,0
2008,Summer,GUY,0,0,0,0,0.0,0.0,0
2008,Summer,ZAM,0,0,0,0,0.0,0.0,0
2008,Summer,BOL,0,0,0,0,0.0,0.0,0
2008,Summer,MOZ,0,0,0,0,0.0,0.0,0
2008,Summer,MTN,0,0,0,0,0.0,0.0,0
2008,Summer,MAW,0,0,0,0,0.0,0.0,0
2008,Summer,LAO,0,0,0,0,0.0,0.0,0
2008,Summer,SKN,0,0,0,0,0.0,0.0,0
2008,Summer,MHL,0,0,0,0,0.0,0.0,0
2008,Summer,CPV,0,0,0,0,0.0,0.0,0
2008,Summer,GBS,0,0,0,0,0.0,0.0,0
2008,Summer,FSM,0,0,0,0,0.0,0.0,0
2008,Summer,BEN,0,0,0,0,0.0,0.0,0
2008,Summer,AHO,0,0,0,0,0.0,0.0,0
2008,Summer,BHU,0,0,0,0,0.0,0.0,0
2008,Summer,NRU,0,0,0,0,0.0,0.0,0
2008,Summer,MON,0,0,0,0,0.0,0.0,0
2008,Summer,RWA,0,0,0,0,0.0,0.0,0
2008,Summer,SWZ,0,0,0,0,0.0,0.0,0
2008,Summer,PLW,0,0,0,0,0.0,0.0,0
2008,Summer,TUV,0,0,0,0,0.0,0.0,0
2008,Summer,BIZ,0,0,0,0,0.0,0.0,0
2008,Summer,CAY,0,0,0,0,0.0,0.0,0
2008,Summer,LIE,0,0,0,0,0.0,0.0,0
2008,Summer,LIB,0,0,0,0,0.0,0.0,0
2008,Summer,SOL,0,0,0,0,0.0,0.0,0
2008,Summer,IVB,0,0,0,0,0.0,0.0,0
2008,Summer,COK,0,0,0,0,0.0,0.0,0
2008,Summer,CAM,0,0,0,0,0.0,0.0,0
2008,Summer,DMA,0,0,0,0,0.0,0.0,0
2008,Summer,MDV,0,0,0,0,0.0,0.0,0
2008,Summer,SOM,0,0,0,0,0.0,0.0,0
2008,Summer,GAM,0,0,0,0,0.0,0.0,0
2008,Summer,SRI,0,0,0,0,0.0,0.0,0
2008,Summer,VAN,0,0,0,0,0.0,0.0,0
2008,Summer,KIR,0,0,0,0,0.0,0.0,0
2008,Summer,COD,0,0,0,0,0.0,0.0,0
2008,Summer,LES,0,0,0,0,0.0,0.0,0
2008,Summer,MYA,0,0,0,0,0.0,0.0,0
2008,Summer,TGA,0,0,0,0,0.0,0.0,0
2008,Summer,GEQ,0,0,0,0,0.0,0.0,0
2008,Summer,CHA,0,0,0,0,0.0,0.0,0
2008,Summer,MKD,0,0,0,0,0.0,0.0,0
2008,Summer,SUR,0,0,0,0,0.0,0.0,0
2008,Summer,BUR,0,0,0,0,0.0,0.0,0
2008,Summer,BDI,0,0,0,0,0.0,0.0,0
2008,Summer,ARU,0,0,0,0,0.0,0.0,0
2008,Summer,TLS,0,0,0,0,0.0,0.0,0
2010,Winter,USA,37,9,15,13,24.0,13.0,0
2010,Winter,GER,30,10,13,7,11.0,19.0,0
2010,Winter,CAN,26,14,7,5,12.0,14.0,1
2010,Winter,NOR,23,9,8,6,16.0,7.0,0
2010,Winter,AUT,16,4,6,6,10.0,6.0,0
2010,Winter,RUS,15,3,5,7,10.0,5.0,0
2010,Winter,KOR,14,6,6,2,9.0,5.0,0
2010,Winter,SWE,11,5,2,4,6.0,5.0,0
2010,Winter,FRA,11,2,3,6,6.0,5.0,0
2010,Winter,CHN,11,5,2,4,1.0,10.0,0
2010,Winter,SUI,9,6,0,3,8.0,1.0,0
2010,Winter,NED,8,4,1,3,4.0,4.0,0
2010,Winter,CZE,6,2,0,4,2.0,4.0,0
2010,Winter,POL,6,1,3,2,2.0,4.0,0
2010,Winter,FIN,5,0,1,4,2.0,3.0,0
2010,Winter,JPN,5,0,3,2,3.0,2.0,0
2010,Winter,ITA,5,1,1,3,4.0,1.0,0
2010,Winter,BLR,3,1,1,1,2.0,1.0,0
2010,Winter,AUS,3,2,1,0,1.0,2.0,0
2010,Winter,SVK,3,1,1,1,1.0,2.0,0
2010,Winter,SLO,3,0,2,1,0.0,3.0,0
2010,Winter,CRO,3,0,2,1,3.0,0.0,0
2010,Winter,LAT,2,0,2,0,2.0,0.0,0
2010,Winter,GBR,1,1,0,0,0.0,1.0,0
2010,Winter,KAZ,1,0,1,0,0.0,1.0,0
2010,Winter,EST,1,0,1,0,0.0,1.0,0
2010,Winter,PAK,0,0,0,0,0.0,0.0,0
2010,Winter,UKR,0,0,0,0,0.0,0.0,0
2010,Winter,GEO,0,0,0,0,0.0,0.0,0
2010,Winter,LIB,0,0,0,0,0.0,0.0,0
2010,Winter,DEN,0,0,0,0,0.0,0.0,0
2010,Winter,BUL,0,0,0,0,0.0,0.0,0
2010,Winter,ROU,0,0,0,0,0.0,0.0,0
2010,Winter,AZE,0,0,0,0,0.0,0.0,0
2010,Winter,TUR,0,0,0,0,0.0,0.0,0
2010,Winter,MAR,0,0,0,0,0.0,0.0,0
2010,Winter,MDA,0,0,0,0,0.0,0.0,0
2010,Winter,CHI,0,0,0,0,0.0,0.0,0
2010,Winter,IRL,0,0,0,0,0.0,0.0,0
2010,Winter,HUN,0,0,0,0,0.0,0.0,0
2010,Winter,ISL,0,0,0,0,0.0,0.0,0
2010,Winter,NZL,0,0,0,0,0.0,0.0,0
2010,Winter,LIE,0,0,0,0,0.0,0.0,0
2010,Winter,PER,0,0,0,0,0.0,0.0,0
2010,Winter,SMR,0,0,0,0,0.0,0.0,0
2010,Winter,ESP,0,0,0,0,0.0,0.0,0
2010,Winter,BRA,0,0,0,0,0.0,0.0,0
2010,Winter,MON,0,0,0,0,0.0,0.0,0
2010,Winter,MKD,0,0,0,0,0.0,0.0,0
2010,Winter,GRE,0,0,0,0,0.0,0.0,0
2010,Winter,COL,0,0,0,0,0.0,0.0,0
2010,Winter,TJK,0,0,0,0,0.0,0.0,0
2010,Winter,MGL,0,0,0,0,0.0,0.0,0
2010,Winter,SRB,0,0,0,0,0.0,0.0,0
2010,Winter,ARG,0,0,0,0,0.0,0.0,0
2010,Winter,UZB,0,0,0,0,0.0,0.0,0
2010,Winter,AND,0,0,0,0,0.0,0.0,0
2010,Winter,BEL,0,0,0,0,0.0,0.0,0
2010,Winter,HKG,0,0,0,0,0.0,0.0,0
2010,Winter,IRI,0,0,0,0,0.0,0.0,0
2010,Winter,BIH,0,0,0,0,0.0,0.0,0
2010,Winter,JAM,0,0,0,0,0.0,0.0,0
2010,Winter,IND,0,0,0,0,0.0,0.0,0
2010,Winter,ARM,0,0,0,0,0.0,0.0,0
2010,Winter,ALG,0,0,0,0,0.0,0.0,0
2010,Winter,PRK,0,0,0,0,0.0,0.0,0
2010,Winter,MNE,0,0,0,0,0.0,0.0,0
2010,Winter,RSA,0,0,0,0,0.0,0.0,0
2010,Winter,TPE,0,0,0,0,0.0,0.0,0
2010,Winter,BER,0,0,0,0,0.0,0.0,0
2010,Winter,GHA,0,0,0,0,0.0,0.0,0
2010,Winter,LTU,0,0,0,0,0.0,0.0,0
2010,Winter,CYP,0,0,0,0,0.0,0.0,0
2010,Winter,ISR,0,0,0,0,0.0,0.0,0
2010,Winter,KGZ,0,0,0,0,0.0,0.0,0
2010,Winter,SEN,0,0,0,0,0.0,0.0,0
2010,Winter,NEP,0,0,0,0,0.0,0.0,0
2010,Winter,POR,0,0,0,0,0.0,0.0,0
2010,Winter,ETH,0,0,0,0,0.0,0.0,0
2010,Winter,ALB,0,0,0,0,0.0,0.0,0
2010,Winter,CAY,0,0,0,0,0.0,0.0,0
2010,Winter,MEX,0,0,0,0,0.0,0.0,0
2012,Summer,USA,103,46,28,29,45.0,58.0,0
2012,Summer,CHN,88,38,27,23,37.0,51.0,0
2012,Summer,RUS,82,24,26,32,38.0,44.0,0
2012,Summer,GBR,65,29,17,19,41.0,24.0,1
2012,Summer,GER,44,11,19,14,28.0,16.0,0
2012,Summer,JPN,38,7,14,17,21.0,17.0,0
2012,Summer,FRA,35,11,11,13,20.0,15.0,0
2012,Summer,AUS,35,7,16,12,15.0,20.0,0
2012,Summer,ITA,28,8,9,11,20.0,8.0,0
2012,Summer,KOR,28,13,8,7,21.0,7.0,0
2012,Summer,NED,20,6,6,8,7.0,13.0,0
2012,Summer,UKR,20,6,5,9,10.0,10.0,0
2012,Summer,CAN,18,1,5,12,9.0,9.0,0
2012,Summer,HUN,18,8,4,6,12.0,6.0,0
2012,Summer,ESP,17,3,10,4,6.0,11.0,0
2012,Summer,BRA,17,3,5,9,11.0,6.0,0
2012,Summer,CUB,14,5,3,6,11.0,3.0,0
2012,Summer,KAZ,13,7,1,5,7.0,6.0,0
2012,Summer,NZL,13,6,2,5,8.0,5.0,0
2012,Summer,IRI,12,4,5,3,12.0,0.0,0
2012,Summer,JAM,12,4,4,4,7.0,5.0,0
2012,Summer,BLR,12,2,5,5,3.0,9.0,0
2012,Summer,KEN,11,2,4,5,7.0,4.0,0
2012,Summer,AZE,10,2,2,6,8.0,2.0,0
2012,Summer,POL,10,2,2,6,5.0,5.0,0
2012,Summer,CZE,10,4,3,3,5.0,5.0,0
2012,Summer,ROU,9,2,5,2,3.0,6.0,0
2012,Summer,DEN,9,2,4,3,8.0,1.0,0
2012,Summer,COL,8,1,3,4,4.0,4.0,0
2012,Summer,SWE,8,1,4,3,6.0,2.0,0
2012,Summer,ETH,7,3,1,3,2.0,5.0,0
2012,Summer,MEX,7,1,3,3,2.0,5.0,0
2012,Summer,GEO,7,1,3,3,7.0,0.0,0
2012,Summer,CRO,6,3,1,2,4.0,2.0,0
2012,Summer,PRK,6,4,0,2,3.0,3.0,0
2012,Summer,IND,6,0,2,4,4.0,2.0,0
2012,Summer,RSA,6,3,2,1,4.0,2.0,0
2012,Summer,LTU,5,2,1,2,3.0,2.0,0
2012,Summer,TUR,5,2,2,1,2.0,3.0,0
2012,Summer,IRL,5,1,1,3,4.0,1.0,0
2012,Summer,MGL,5,0,2,3,4.0,1.0,0
2012,Summer,ARG,4,1,1,2,3.0,1.0,0
2012,Summer,SUI,4,2,2,0,3.0,1.0,0
2012,Summer,TTO,4,1,1,2,4.0,0.0,0
2012,Summer,SRB,4,1,1,2,2.0,2.0,0
2012,Summer,NOR,4,2,1,1,3.0,1.0,0
2012,Summer,SLO,4,1,1,2,3.0,1.0,0
2012,Summer,SVK,4,0,1,3,2.0,2.0,0
2012,Summer,UZB,3,1,0,2,3.0,0.0,0
2012,Summer,TUN,3,1,1,1,2.0,1.0,0
2012,Summer,BEL,3,0,1,2,1.0,2.0,0
2012,Summer,FIN,3,0,1,2,1.0,2.0,0
2012,Summer,ARM,3,0,1,2,2.0,1.0,0
2012,Summer,THA,3,0,2,1,1.0,2.0,0
2012,Summer,EGY,2,0,2,0,2.0,0.0,0
2012,Summer,MAS,2,0,1,1,1.0,1.0,0
2012,Summer,GRE,2,0,0,2,1.0,1.0,0
2012,Summer,INA,2,0,1,1,2.0,0.0,0
2012,Summer,EST,2,0,1,1,2.0,0.0,0
2012,Summer,QAT,2,0,0,2,2.0,0.0,0
2012,Summer,PUR,2,0,1,1,2.0,0.0,0
2012,Summer,BUL,2,0,1,1,1.0,1.0,0
2012,Summer,LAT,2,1,0,1,2.0,0.0,0
2012,Summer,DOM,2,1,1,0,2.0,0.0,0
2012,Summer,MDA,2,0,0,2,1.0,1.0,0
2012,Summer,TPE,2,0,1,1,0.0,2.0,0
2012,Summer,SGP,2,0,0,2,0.0,2.0,0
2012,Summer,MAR,1,0,0,1,1.0,0.0,0
2012,Summer,ALG,1,1,0,0,1.0,0.0,0
2012,Summer,TJK,1,0,0,1,0.0,1.0,0
2012,Summer,POR,1,0,1,0,1.0,0.0,0
2012,Summer,UGA,1,1,0,0,1.0,0.0,0
2012,Summer,VEN,1,1,0,0,1.0,0.0,0
2012,Summer,CYP,1,0,1,0,1.0,0.0,0
2012,Summer,KSA,1,0,0,1,1.0,0.0,0
2012,Summer,KUW,1,0,0,1,1.0,0.0,0
2012,Summer,BRN,1,0,0,1,0.0,1.0,0
2012,Summer,GUA,1,0,1,0,1.0,0.0,0
2012,Summer,BAH,1,1,0,0,1.0,0.0,0
2012,Summer,BOT,1,0,1,0,1.0,0.0,0
2012,Summer,HKG,1,0,0,1,0.0,1.0,0
2012,Summer,GAB,1,0,1,0,1.0,0.0,0
2012,Summer,AFG,1,0,0,1,1.0,0.0,0
2012,Summer,MNE,1,0,1,0,0.0,1.0,0
2012,Summer,GRN,1,1,0,0,1.0,0.0,0
2012,Summer,PAK,0,0,0,0,0.0,0.0,0
2012,Summer,CMR,0,0,0,0,0.0,0.0,0
2012,Summer,IRQ,0,0,0,0,0.0,0.0,0
2012,Summer,UAE,0,0,0,0,0.0,0.0,0
2012,Summer,KGZ,0,0,0,0,0.0,0.0,0
2012,Summer,NGR,0,0,0,0,0.0,0.0,0
2012,Summer,JOR,0,0,0,0,0.0,0.0,0
2012,Summer,PLE,0,0,0,0,0.0,0.0,0
2012,Summer,NIG,0,0,0,0,0.0,0.0,0
2012,Summer,SKN,0,0,0,0,0.0,0.0,0
2012,Summer,LBR,0,0,0,0,0.0,0.0,0
2012,Summer,ERI,0,0,0,0,0.0,0.0,0
2012,Summer,RWA,0,0,0,0,0.0,0.0,0
2012,Summer,TOG,0,0,0,0,0.0,0.0,0
2012,Summer,PAR,0,0,0,0,0.0,0.0,0
2012,Summer,URU,0,0,0,0,0.0,0.0,0
2012,Summer,COM,0,0,0,0,0.0,0.0,0
2012,Summer,MDV,0,0,0,0,0.0,0.0,0
2012,Summer,BEN,0,0,0,0,0.0,0.0,0
2012,Summer,CIV,0,0,0,0,0.0,0.0,0
2012,Summer,NAM,0,0,0,0,0.0,0.0,0
2012,Summer,VIN,0,0,0,0,0.0,0.0,0
2012,Summer,YEM,0,0,0,0,0.0,0.0,0
2012,Summer,OMA,0,0,0,0,0.0,0.0,0
2012,Summer,SUD,0,0,0,0,0.0,0.0,0
2012,Summer,FIJ,0,0,0,0,0.0,0.0,0
2012,Summer,VAN,0,0,0,0,0.0,0.0,0
2012,Summer,IVB,0,0,0,0,0.0,0.0,0
2012,Summer,ESA,0,0,0,0,0.0,0.0,0
2012,Summer,MAD,0,0,0,0,0.0,0.0,0
2012,Summer,DJI,0,0,0,0,0.0,0.0,0
2012,Summer,PHI,0,0,0,0,0.0,0.0,0
2012,Summer,SEY,0,0,0,0,0.0,0.0,0
2012,Summer,BAR,0,0,0,0,0.0,0.0,0
2012,Summer,ECU,0,0,0,0,0.0,0.0,0
2012,Summer,ANG,0,0,0,0,0.0,0.0,0
2012,Summer,CRC,0,0,0,0,0.0,0.0,0
2012,Summer,AUT,0,0,0,0,0.0,0.0,0
2012,Summer,GHA,0,0,0,0,0.0,0.0,0
2012,Summer,PLW,0,0,0,0,0.0,0.0,0
2012,Summer,CHI,0,0,0,0,0.0,0.0,0
2012,Summer,PER,0,0,0,0,0.0,0.0,0
2012,Summer,ISL,0,0,0,0,0.0,0.0,0
2012,Summer,ISR,0,0,0,0,0.0,0.0,0
2012,Summer,MRI,0,0,0,0,0.0,0.0,0
2012,Summer,GUM,0,0,0,0,0.0,0.0,0
2012,Summer,MYA,0,0,0,0,0.0,0.0,0
2012,Summer,SEN,0,0,0,0,0.0,0.0,0
2012,Summer,LIB,0,0,0,0,0.0,0.0,0
2012,Summer,ANT,0,0,0,0,0.0,0.0,0
2012,Summer,CGO,0,0,0,0,0.0,0.0,0
2012,Summer,BOL,0,0,0,0,0.0,0.0,0
2012,Summer,MON,0,0,0,0,0.0,0.0,0
2012,Summer,SYR,0,0,0,0,0.0,0.0,0
2012,Summer,GUI,0,0,0,0,0.0,0.0,0
2012,Summer,GUY,0,0,0,0,0.0,0.0,0
2012,Summer,TKM,0,0,0,0,0.0,0.0,0
2012,Summer,LCA,0,0,0,0,0.0,0.0,0
2012,Summer,ALB,0,0,0,0,0.0,0.0,0
2012,Summer,HON,0,0,0,0,0.0,0.0,0
2012,Summer,SAM,0,0,0,0,0.0,0.0,0
2012,Summer,AND,0,0,0,0,0.0,0.0,0
2012,Summer,BDI,0,0,0,0,0.0,0.0,0
2012,Summer,MKD,0,0,0,0,0.0,0.0,0
2012,Summer,IOA,0,0,0,0,0.0,0.0,0
2012,Summer,MLT,0,0,0,0,0.0,0.0,0
2012,Summer,CAF,0,0,0,0,0.0,0.0,0
2012,Summer,NCA,0,0,0,0,0.0,0.0,0
2012,Summer,COK,0,0,0,0,0.0,0.0,0
2012,Summer,BER,0,0,0,0,0.0,0.0,0
2012,Summer,BAN,0,0,0,0,0.0,0.0,0
2012,Summer,LUX,0,0,0,0,0.0,0.0,0
2012,Summer,MOZ,0,0,0,0,0.0,0.0,0
2012,Summer,MLI,0,0,0,0,0.0,0.0,0
2012,Summer,PAN,0,0,0,0,0.0,0.0,0
2012,Summer,CAM,0,0,0,0,0.0,0.0,0
2012,Summer,BHU,0,0,0,0,0.0,0.0,0
2012,Summer,ZAM,0,0,0,0,0.0,0.0,0
